Nome do Produto;Descricao do Produto;Fabricante;Nome da Marca;Tipo;Custo Unitario;Preco Unitario;ID Produto;ID Subcategoria
SV Car Video TFT6.2W E6280 Silver;"6.2"" touch screen TFT widescreen active matrix display. 80W x 4 max power output";Southridge Video;Southridge Video;Econômico;142,24;306.90000000000003;311;13
SV Car Video TFT6.2W E6281 Silver;"6.2"" touch screen TFT widescreen active matrix display";Southridge Video;Southridge Video;Econômico;132,05;284.90000000000003;312;13
SV Car Video TFT6.2W E6282 Silver;"6.2"" touch screen TFT widescreen active matrix display. 80W x 2 max power output";Southridge Video;Southridge Video;Econômico;137,14;295.90000000000003;313;13
SV Car Video AM/FM E1000 Silver;Plays AM/FM/MP3/WMA and MP4;Southridge Video;Southridge Video;Econômico;101,46;218.9;315;13
SV Car Video AM/FM E1001 Silver;"Plays AM/FM/MP3/WMA and MP4, USB and SD"" card reader";Southridge Video;Southridge Video;Econômico;111,65;240.9;316;13
WWI Desktop PC1.80 E1800 Black;1.80GHz dual processor, 2GB DDR2 memory, 320GB 5400RPM hard drive;Wide World Importers;Wide World Importers;Econômico;117,21;0.0;447;17
WWI Desktop PC1.80 E1801 Black;1.80GHz dual processor, 4GB DDR2 memory, 400GB 7200RPM hard drive;Wide World Importers;Wide World Importers;Econômico;137,6;0.0;448;17
WWI Desktop PC1.60 E1600 Red;1.60GHz dual processor, 2GB DDR2 memories, 30GB 5400RPM hard drive;Wide World Importers;Wide World Importers;Econômico;112,14;0.0;452;17
WWI Desktop PC1.80 E1800 Silver;1.80GHz dual processor, 2GB DDR2 memories, 320GB 5400RPM hard drive;Wide World Importers;Wide World Importers;Econômico;117,21;0.0;453;17
WWI Desktop PC1.80 E1801 Brown;1.80GHz dual processor, 4GB DDR2 memory, 400GB 7200RPM hard drive;Wide World Importers;Wide World Importers;Econômico;137,6;0.0;454;17
WWI Desktop PC1.60 E1600 White;1.60GHz dual processor, 2GB DDR2 memories, 30GB 5400RPM hard drive;Wide World Importers;Wide World Importers;Econômico;112,14;0.0;457;17
WWI Desktop PC1.80 E1800 White;1.80GHz dual processor, 2GB DDR2 memories, 320GB 5400RPM hard drive;Wide World Importers;Wide World Importers;Econômico;117,21;0.0;458;17
WWI Desktop PC1.80 E1801 White;1.80GHz dual processor, 4GB DDR2 memories, 400GB 7200RPM hard drive;Wide World Importers;Wide World Importers;Econômico;137,6;0.0;459;17
WWI Desktop PC1.80 E1802 White;1.80GHz dual processor, 4GB DDR2 memory, 500GB 7200RPM hard drive;Wide World Importers;Wide World Importers;Econômico;152,9;0.0;460;17
Proseware LCD19 E1000 Black;19-inches TFT LCD, 300cd/m2 brightness, 2000:1 dynamic contrast ratio, 5 ms response time;Proseware, Inc.;Proseware;Econômico;63,92;152.9;467;18
Fabrikam SLR Camera M146 Black;SLR camera, 4.8 in x 2.7 in x 3.6 in, 1.1 lbs;Fabrikam, Inc.;Fabrikam;Econômico;138,88;332.20000000000005;1110;24
"Fabrikam SLR Camera 35"" M358 Black";8 digital-variable Program Automatic Shooting Modes.;Fabrikam, Inc.;Fabrikam;Econômico;150,84;360.8;1111;24
Adventure Works CRT19 E10 White;Reduces VLF/ELF radiation by up to 99.5%;Adventure Works;Adventure Works;Econômico;22,86;75.9;514;18
Adventure Works CRT17 E105 White;Safely prevents static while eliminating up to 95% of screen glare;Adventure Works;Adventure Works;Econômico;30,08;64.9;515;18
Adventure Works CRT15 E101 White;Reduces VLF/ELF radiation by up to 99.5%;Adventure Works;Adventure Works;Econômico;29,82;99.00000000000001;516;18
WWI LCD19 E107 Black;19 inches TFT LCD, 300cd/m2 brightness, 2000:1 dynamic contrast ratio, 5 ms response time;Wide World Importers;Wide World Importers;Econômico;70,87;152.9;523;18
The Phone Company Smart phones without camera E100 Black;Smart phones without camera, high-resolution monochrome display;The Phone Company;The Phone Company;Econômico;65,77;141.9;1470;32
The Phone Company Touch Screen Phones - CRT M11 Gold;It comes with Headphone, double battery (rechargeable), USB cable, charger and user's manual , access to email and instant messaging, compatible with  3G network dust Free, scratch resistant, easy to apply;The Phone Company;The Phone Company;Econômico;86,91;207.9;1457;31
The Phone Company Touch Screen Phones - LCD M12 Gold;3G-enabled touch screen phone with full HTML browsing, access to email and instant messaging, compatible with  3G network (available in select markets);The Phone Company;The Phone Company;Econômico;91,97;220.00000000000003;1458;31
The Phone Company Smart phones without camera E100 White;Smart phones without camera, high-resolution monochrome display;The Phone Company;The Phone Company;Econômico;65,77;141.9;1490;32
Fabrikam Laptop8.9W E0880 Silver;80GB hard drive (2.2 pounds), 1.6GHz CPU;Fabrikam, Inc.;Fabrikam;Econômico;171,3;369.6;351;15
Fabrikam Laptop8.9 E0800 Silver;1GB DDR2 SDRAM, 160GB hard drive (2.2 pounds), 1.6GHz CPU;Fabrikam, Inc.;Fabrikam;Econômico;163,15;352.0;352;15
Fabrikam Laptop14.1 E4101 Red;Multimedia-focused laptop with 14.1-inch screen, DVD-R drive;Fabrikam, Inc.;Fabrikam;Econômico;168,24;363.00000000000006;357;15
Fabrikam Laptop8.9 E8002 Red;1GB DDR2 SDRAM, 160GB hard drive (2.2 pounds);Fabrikam, Inc.;Fabrikam;Econômico;166,2;358.6;358;15
Adventure Works Laptop8.9 E0890 Black;1GB DDR2 SDRAM, 160GB hard drive (2.2 pounds);Adventure Works;Adventure Works;Econômico;166,2;358.6;367;15
Adventure Works Laptop8.9 E0890 White;1GB DDR2 SDRAM, 160GB hard drive (2.2 pounds);Adventure Works;Adventure Works;Econômico;166,2;358.6;373;15
Adventure Works Laptop8.9 E0890 Silver;1GB DDR2 SDRAM, 160GB hard drive (2.2 pounds);Adventure Works;Adventure Works;Econômico;166,2;358.6;379;15
WWI Screen 100in M1609 Black;16:9 aspect ratio-100in, designed for wall or ceiling installation;Wide World Importers;Wide World Importers;Econômico;87,37;209.00000000000003;620;19
WWI Screen 85in E1010 Black;1:1 aspect ratio-85in, enjoy fast, easy setup with the innovative, patent-pending design;Wide World Importers;Wide World Importers;Econômico;70,87;152.9;621;19
WWI Screen 100in M1609 White;16:9 aspect ratios-100in, designed for wall or ceiling installation;Wide World Importers;Wide World Importers;Econômico;87,37;209.00000000000003;631;19
WWI Screen 85in E1010 White;1:1 aspect ratio-85in, enjoy fast, easy setup with the innovative, patent-pending design;Wide World Importers;Wide World Importers;Econômico;70,87;152.9;632;19
Adventure Works Laptop8.9 E0890 Red;1GB DDR2 SDRAM, 160GB hard drive (2.2 pounds);Adventure Works;Adventure Works;Econômico;166,2;358.6;385;15
WWI Laptop8.9 E0089 Black;1GB DDR2 SDRAM, 160GB hard drive (2.2 pounds);Wide World Importers;Wide World Importers;Econômico;166,2;358.6;395;15
WWI Laptop8.9 E0089 White;1GB DDR2 SDRAM, 160GB hard drive (2.2 pounds);Wide World Importers;Wide World Importers;Econômico;166,2;358.6;401;15
Proseware Laptop8.9 E089 Black;1GB DDR2 SDRAM, 160GB hard drive (2.2 pounds);Proseware, Inc.;Proseware;Econômico;166,2;358.6;409;15
Proseware Laptop8.9 E089 White;1GB DDR2 SDRAM, 160GB hard drive (2.2 pounds);Proseware, Inc.;Proseware;Econômico;166,2;358.6;415;15
Adventure Works Desktop PC1.60 ED160 Silver;1.60GHz dual processor, 1GB DDR2 memory, 30GB 5400RPM hard drive;Adventure Works;Adventure Works;Econômico;137,63;0.0;418;17
Adventure Works Desktop PC1.60 ED160 Black;1.60GHz dual processor, 1GB DDR2 memory, 30GB 5400RPM hard drive;Adventure Works;Adventure Works;Econômico;137,63;0.0;424;17
WWI Desktop PC1.60 E1600 Silver;1.60GHz dual processor, 2GB DDR2 memories, 30GB 5400RPM hard drive;Wide World Importers;Wide World Importers;Econômico;112,14;0.0;440;17
WWI Desktop PC1.80 E1800 Brown;1.80GHz dual processor, 2GB DDR2 memories, 320GB 5400RPM hard drive;Wide World Importers;Wide World Importers;Econômico;117,21;0.0;441;17
WWI Desktop PC1.80 E1801 Silver;1.80GHz dual processor, 4GB DDR2 memory, 400GB 7200RPM hard drive;Wide World Importers;Wide World Importers;Econômico;137,6;0.0;442;17
WWI Desktop PC1.60 E1600 Black;1.60GHz dual processor, 2GB DDR2 memories, 30GB 5400RPM hard drive;Wide World Importers;Wide World Importers;Econômico;112,14;0.0;446;17
Proseware LCD17 E200 Black;"Size/Type: 17"" TFT LCD, maximum resolution: 1280 x 1024, response time: 5ms";Proseware, Inc.;Proseware;Econômico;50,47;108.9;469;18
Proseware LCD17W E202 Black;17 inches widescreen LCD monitor 300cd/m2 (typical) brightness;Proseware, Inc.;Proseware;Econômico;65,77;141.9;470;18
Proseware LCD15 E103 Black;Wide viewing angle of 100° vertical and 120° horizontal, dot pitch: 0.297 mm pixel pitch;Proseware, Inc.;Proseware;Econômico;50,47;108.9;471;18
Proseware CRT19 E201 Black;Reduces VLF/ELF radiation by up to 99.5%;Proseware, Inc.;Proseware;Econômico;35,18;75.9;472;18
Proseware CRT17 E104 Black;Safely prevents static while eliminating up to 95% of screen glare;Proseware, Inc.;Proseware;Econômico;30,08;64.9;473;18
Proseware CRT15 E10 Black;Reduces VLF/ELF radiation by up to 99.5%;Proseware, Inc.;Proseware;Econômico;24,98;53.900000000000006;474;18
Proseware LCD19 E1000 White;19-inches TFT LCD, 300cd/m2 brightness, 2000:1 dynamic contrast ratio, 5 ms response time;Proseware, Inc.;Proseware;Econômico;63,92;152.9;481;18
Proseware LCD17 E200 White;"Size/Type: 17"" TFT LCD, maximum resolution: 1280 x 1024, response time: 5ms";Proseware, Inc.;Proseware;Econômico;50,47;108.9;483;18
Proseware LCD17W E202 White;17 inches widescreen LCD monitor 300cd/m2 (typical) brightness;Proseware, Inc.;Proseware;Econômico;65,77;141.9;484;18
Proseware LCD15 E103 White;Wide viewing angle of 100° vertical and 120° horizontal, dot pitch: 0.297 mm pixel pitch;Proseware, Inc.;Proseware;Econômico;50,47;108.9;485;18
Proseware CRT19 E201 White;Reduces VLF/ELF radiation by up to 99.5%;Proseware, Inc.;Proseware;Econômico;35,18;75.9;486;18
Proseware CRT17 E104 White;Safely prevents static while eliminating up to 95% of screen glare;Proseware, Inc.;Proseware;Econômico;30,08;64.9;487;18
Proseware CRT15 E10 White;Reduces VLF/ELF radiation by up to 99.5%;Proseware, Inc.;Proseware;Econômico;24,98;53.900000000000006;488;18
Adventure Works LCD19 E108 Black;19inches TFT LCD.300cd/m2 brightness, 2000:1 dynamic contrast ratio, 5 ms response time;Adventure Works;Adventure Works;Econômico;70,87;152.9;495;18
Adventure Works LCD17 E200 Black;"Size/Type: 17"" TFT LCD, maximum resolution: 1280 x 1024, response time: 5ms";Adventure Works;Adventure Works;Econômico;50,47;108.9;497;18
Adventure Works LCD17W E203 Black;17 inches widescreen LCD monitor 300cd/m2 (typical) brightness;Adventure Works;Adventure Works;Econômico;65,77;141.9;498;18
Adventure Works LCD15 E100 Black;Wide viewing angle of 100° vertical and 120° horizontal, dot pitch: 0.297 mm pixel pitch;Adventure Works;Adventure Works;Econômico;50,47;108.9;499;18
Adventure Works CRT19 E10 Black;Reduces VLF/ELF radiation by up to 99.5%;Adventure Works;Adventure Works;Econômico;22,86;75.9;500;18
Adventure Works CRT17 E105 Black;Safely prevents static while eliminating up to 95% of screen glare;Adventure Works;Adventure Works;Econômico;30,08;64.9;501;18
Adventure Works CRT15 E101 Black;Reduces VLF/ELF radiation by up to 99.5%;Adventure Works;Adventure Works;Econômico;29,82;99.00000000000001;502;18
Adventure Works LCD19 E108 White;19 inches TFT LCD, 300cd/m2 brightness, 2000:1 dynamic contrast ratio, 5 ms response time;Adventure Works;Adventure Works;Econômico;70,87;152.9;509;18
Adventure Works LCD17 E200 White;"Size/Type: 17"" TFT LCD, maximum resolution: 1280 x 1024. response time: 5ms";Adventure Works;Adventure Works;Econômico;50,47;108.9;511;18
Adventure Works LCD17W E203 White;17 inches widescreen LCD monitor, 300cd/m2 (typical) brightness;Adventure Works;Adventure Works;Econômico;65,77;141.9;512;18
Adventure Works LCD15 E100 White;Wide viewing angle of 100° vertical and 120° horizontal, dot pitch: 0.297 mm pixel pitch;Adventure Works;Adventure Works;Econômico;50,47;108.9;513;18
WWI LCD17 E200 Black;"Size/Type: 17"" TFT LCD, maximum resolution: 1280 x 1024, response time: 5ms";Wide World Importers;Wide World Importers;Econômico;50,47;108.9;525;18
WWI LCD17W E200 Black;17 inches widescreen LCD monitor, 300cd/m2 (typical) brightness;Wide World Importers;Wide World Importers;Econômico;65,77;141.9;526;18
WWI CRT17 E106 Black;Wide viewing angle of 100° vertical and 120° horizontal, dot pitch: 0.297 mm pixel pitch;Wide World Importers;Wide World Importers;Econômico;50,47;108.9;527;18
WWI LCD19 E107 White;19 inches TFT LCD, 300cd/m2 brightness, 2000:1 dynamic contrast ratio, 5 ms response time;Wide World Importers;Wide World Importers;Econômico;70,87;152.9;534;18
WWI LCD17 E205 White;"Size/Type: 17"" TFT LCD, maximum resolution: 1280 x 1024, response time: 5ms";Wide World Importers;Wide World Importers;Econômico;50,47;108.9;536;18
WWI LCD17W E200 White;17 inch widescreen LCD monitor, 300cd/m2 (typical) brightness;Wide World Importers;Wide World Importers;Econômico;65,77;141.9;537;18
WWI CRT17 E106 White;Wide viewing angle of 100° vertical and 120° horizontal, dot pitch: 0.297 mm pixel pitch;Wide World Importers;Wide World Importers;Econômico;50,47;108.9;538;18
Proseware Screen 100in M1609 Black;16:9 aspect ratios-100in, designed for wall or ceiling installation;Proseware, Inc.;Proseware;Econômico;87,37;209.00000000000003;548;19
Proseware Screen 85in E1010 Black;1:1 aspect ratio-85in, enjoy fast, easy setup with the innovative, patent-pending design;Proseware, Inc.;Proseware;Econômico;70,87;152.9;549;19
Proseware Screen 80in E1010 Black;Standard 4:3 aspect ratio-85in, use with any home theater or business projector;Proseware, Inc.;Proseware;Econômico;55,57;119.9;550;19
Proseware Screen 100in M1609 White;16:9 aspect ratio-100in, designed for wall or ceiling installation;Proseware, Inc.;Proseware;Econômico;87,37;209.00000000000003;560;19
Proseware Screen 85in E1010 White;1:1 aspect ratio-85in, enjoy fast, easy setup with the innovative, patent-pending design;Proseware, Inc.;Proseware;Econômico;70,87;152.9;561;19
Proseware Screen 80in E1010 White;Standard 4:3 aspect ratio-85in, use with any home theater or business projector;Proseware, Inc.;Proseware;Econômico;55,57;119.9;562;19
Proseware Screen 100in M1609 Silver;16:9 aspect ratios-100in, designed for wall or ceiling installation;Proseware, Inc.;Proseware;Econômico;87,37;209.00000000000003;572;19
Proseware Screen 85in E1010 Silver;1:1 aspect ratio-85in, enjoy fast, easy setup with the innovative, patent-pending design;Proseware, Inc.;Proseware;Econômico;70,87;152.9;573;19
Proseware Screen 80in E1010 Silver;Standard 4:3 aspect ratio-85in, use with any home theater or business projector;Proseware, Inc.;Proseware;Econômico;55,57;119.9;574;19
Proseware Photo Inkjet Printer E290 Black;6.7 x 8.2 x 17.5 inches, robust and versatile inkjet printer ideal for home office use;Proseware, Inc.;Proseware;Econômico;52;112.2;665;20
Proseware Laser Jet Printer E100 Grey;19.4 x 17.1 x 8.9 inches, 34 pounds, various security features;Proseware, Inc.;Proseware;Econômico;40,28;86.9;673;20
Proseware Fax phone E100 Grey;14.2 x 6.7 x 14.5 inches, perfect for home or office use;Proseware, Inc.;Proseware;Econômico;44,36;95.7;676;20
Proseware Laser Jet Printer E100 White;19.4 x 17.1 x 8.9 inches, 34 pounds, various security features;Proseware, Inc.;Proseware;Econômico;40,28;86.9;702;20
Proseware Fax Phone E100 White;14.2 x 6.7 x 14.5 inches, perfect for home or office use;Proseware, Inc.;Proseware;Econômico;44,36;95.7;705;20
Proseware Fax Machine E100 White;"14.8 x 15.4 x 7.1 inches, 1 Wide 3.3"" color LCD";Proseware, Inc.;Proseware;Econômico;40,28;86.9;706;20
Proseware Laser Fax Printer E100 White;6.4 x 11.4 x 17, 1 inches, offering high-quality and fast output;Proseware, Inc.;Proseware;Econômico;46,39;100.10000000000001;707;20
Proseware Ink Jet Fax Machine E100 White;17.7 x 14.5 x 6.9 inches, Ink jet Fax machine;Proseware, Inc.;Proseware;Econômico;39,77;85.80000000000001;708;20
Proseware Photo Ink jet Printer E290 White;6.7 x 8.2 x 17.5 inches, robust and versatile inkjet printer ideal for home office use;Proseware, Inc.;Proseware;Econômico;52;112.2;723;20
Proseware Photo Inkjet Printer E290 Green;15 pounds, photo Inkjet Printer;Proseware, Inc.;Proseware;Econômico;52;112.2;742;20
SV Keyboard E10 Silver;Cutting-edge design and improved performance for maximum productivity, E-mail and Internet hot keys;Southridge Video;Southridge Video;Econômico;22,43;48.400000000000006;899;22
SV Keyboard E10 White;Cutting-edge design and improved performance for maximum productivity, E-mail and Internet hot keys;Southridge Video;Southridge Video;Econômico;22,43;48.400000000000006;900;22
SV Keyboard E10 Black;Cutting-edge design and improved performance for maximum productivity, E-mail and Internet hot keys;Southridge Video;Southridge Video;Econômico;22,43;48.400000000000006;901;22
SV USB Data Cable E600 Pink;A single, standardized and easy way to connect the phone to a computer;Southridge Video;Southridge Video;Econômico;0,48;0.0;919;22
SV USB Data Cable E600 Black;A single, standardized and easy way to connect the phone to a computer;Southridge Video;Southridge Video;Econômico;0,48;0.0;920;22
SV USB Data Cable E600 Silver;A single, standardized and easy way to connect the phone to a computer;Southridge Video;Southridge Video;Econômico;0,48;0.0;921;22
SV USB Data Cable E600 Grey;A single, standardized and easy way to connect the phone to a computer;Southridge Video;Southridge Video;Econômico;0,48;0.0;922;22
SV USB Sync Charge Cable E700 Blue;Simultaneously synchronize and recharge your device, USB 2.0 & 1.1 compatible;Southridge Video;Southridge Video;Econômico;1,01;0.0;923;22
SV USB Sync Charge Cable E700 Black;Simultaneously synchronize and recharge your device, USB 2.0 & 1.1 compatible;Southridge Video;Southridge Video;Econômico;1,01;0.0;924;22
SV USB Sync Charge Cable E700 White;Simultaneously synchronize and recharge your device, USB 2.0 & 1.1 compatible;Southridge Video;Southridge Video;Econômico;1,01;0.0;925;22
SV USB Sync Charge Cable E700 Silver;Simultaneously synchronize and recharge your device, USB 2.0 & 1.1 compatible;Southridge Video;Southridge Video;Econômico;1,01;0.0;926;22
A. Datum Ultra Compact Digital Camera M190 Grey;10.2 In x 3 in x 15.3 in, 2.2 lbs;A. Datum Corporation;A. Datum;Econômico;75,88;181.50000000000003;961;23
A. Datum Compact Digital Camera M200 Orange;Digital camera, 3.7 in x 0.9 in x 2;A. Datum Corporation;A. Datum;Econômico;59,32;141.9;1000;23
A. Datum Slim Digital Camera M180 Orange;Digital camera  compact, 3.7 in x 0.9 in x 2.3;A. Datum Corporation;A. Datum;Econômico;68,06;162.8;1002;23
A. Datum Ultra Compact Digital Camera M190 Orange;10.2 In x 3 in x 15.3 in, 2.2 lbs;A. Datum Corporation;A. Datum;Econômico;75,88;181.50000000000003;1003;23
A. Datum Compact Digital Camera M200 Green;Digital camera .3.7 in x 0.9 in x 2;A. Datum Corporation;A. Datum;Econômico;59,32;141.9;1014;23
A. Datum Slim Digital Camera M180 Green;Digital camera  compact, 3.7 in x 0.9 in x 2.3;A. Datum Corporation;A. Datum;Econômico;68,06;162.8;1016;23
A. Datum Ultra Compact Digital Camera M190 Green;10.2 In x 3 in x 15.3 in, 2.2 lbs;A. Datum Corporation;A. Datum;Econômico;75,88;181.50000000000003;1017;23
A. Datum Compact Digital Camera M200 Azure;Digital camera, 3.7 in x 0.9 in x 2;A. Datum Corporation;A. Datum;Econômico;59,32;141.9;1028;23
A. Datum Slim Digital Camera M180 Azure;Digital camera  compact, 3.7 in x 0.9 in x 2.3;A. Datum Corporation;A. Datum;Econômico;68,06;162.8;1030;23
A. Datum Ultra Compact Digital Camera M190 Azure;10.2 In x 3 in x 15.3 in, 2.2 lbs;A. Datum Corporation;A. Datum;Econômico;75,88;181.50000000000003;1031;23
A. Datum SLR Camera M135 Black;SLR camera, 4.8 in x 2.7 in x 3.6 in, 1.1 lbs;A. Datum Corporation;A. Datum;Econômico;143,48;343.20000000000005;1046;24
A. Datum SLR Camera M136 Silver;Powerful 12.3-megapixel live-MOSLO sensor;A. Datum Corporation;A. Datum;Econômico;143,48;343.20000000000005;1050;24
A. Datum SLR Camera M137 Grey;Continuous shooting up to 5 frames per second;A. Datum Corporation;A. Datum;Econômico;143,48;343.20000000000005;1054;24
A. Datum SLR Camera M138 Silver Grey;Digital camera - SLR with live view mode, 5 in x 2.4 in x 3.9 in, 15.9 oz;A. Datum Corporation;A. Datum;Econômico;143,48;343.20000000000005;1058;24
A. Datum SLR Camera M139 Gold;Digital camera - SLR with live view mode, 5.1 in x 2.4 in x 3.9 in, 16.8 oz;A. Datum Corporation;A. Datum;Econômico;143,48;343.20000000000005;1062;24
A. Datum SLR Camera M140 Pink;Optical - fixed eye-level pen, LCD display;A. Datum Corporation;A. Datum;Econômico;143,48;343.20000000000005;1066;24
A. Datum SLR Camera M141 Blue;Digital camera - SLR with live view mode, 5.1 in x 2.1 in x 3.6 in, 13.2 oz;A. Datum Corporation;A. Datum;Econômico;143,48;343.20000000000005;1070;24
A. Datum SLR Camera M142 Orange;Digital camera  SLR, 5.2 in x 2.8 in x 3.7 in, 19.2 oz;A. Datum Corporation;A. Datum;Econômico;143,48;343.20000000000005;1074;24
"Fabrikam SLR Camera 35"" M358 Silver";4.8 In x 2.7 in x 3.6 in. 1.1 lbs;Fabrikam, Inc.;Fabrikam;Econômico;150,84;360.8;1115;24
"Fabrikam SLR Camera 35"" M358 Grey";Compact flash type I/II, micro drive;Fabrikam, Inc.;Fabrikam;Econômico;150,84;360.8;1119;24
"Fabrikam SLR Camera 35"" M358 Silver Grey";5 in x 2.4 in x 3.9 in, 15.9 oz, digital camera - SLR with live view mode;Fabrikam, Inc.;Fabrikam;Econômico;150,84;360.8;1123;24
"Fabrikam Social Videographer 1"" 25mm E400 Orange";720p high definition or VGA;Fabrikam, Inc.;Fabrikam;Econômico;91,77;198.00000000000003;1188;27
"Fabrikam Social Videographer 1/2"" 3mm E300 Orange";720p high definition or VGA;Fabrikam, Inc.;Fabrikam;Econômico;86,67;187.00000000000003;1189;27
"Fabrikam Social Videographer 1/3"" 8.5mm E200 Orange";720p high definition or VGA;Fabrikam, Inc.;Fabrikam;Econômico;84,12;181.50000000000003;1190;27
"Fabrikam Social Videographer 2/3"" 17mm E100 Orange";720p high definition or VGA;Fabrikam, Inc.;Fabrikam;Econômico;81,57;176.0;1191;27
The Phone Company Touch Screen Phones - CRT M11 Black;Support Bluetooth V2.0 and A2DP Bluetooth stereo and MP3/MP4 music player;The Phone Company;The Phone Company;Econômico;86,91;207.9;1423;31
The Phone Company Touch Screen Phones - LCD M12 Black;5 MP camera, MP3/Video Player, and Micro SD slot-international version with no warranty;The Phone Company;The Phone Company;Econômico;91,97;220.00000000000003;1424;31
"Fabrikam SLR Camera 35"" M358 Gold";Digital camera - SLR with live view mode;Fabrikam, Inc.;Fabrikam;Econômico;150,84;360.8;1127;24
Fabrikam SLR Camera M149 Pink;Optical - fixed eye-level pen, LCD display;Fabrikam, Inc.;Fabrikam;Econômico;146,7;350.90000000000003;1130;24
"Fabrikam SLR Camera 35"" M358 Pink";Digital camera - SLR with live view mode;Fabrikam, Inc.;Fabrikam;Econômico;150,84;360.8;1131;24
Fabrikam SLR Camera M149 Blue;Digital camera - SLR with live view mode, 5.1 in x 2.1 in x 3.6 in, 13.2 oz;Fabrikam, Inc.;Fabrikam;Econômico;146,7;350.90000000000003;1134;24
"Fabrikam SLR Camera 35"" M358 Blue";Digital camera  SLR, 4.8 in x 2.7 in x 3.6 in, 1.1 lbs;Fabrikam, Inc.;Fabrikam;Econômico;150,84;360.8;1135;24
"Fabrikam SLR Camera 35"" M358 Orange";Digital camera  SLR, 5.2 in x 2.8 in x 3.7 in, 19.2 oz;Fabrikam, Inc.;Fabrikam;Econômico;150,84;360.8;1139;24
"Fabrikam SLR Camera 35"" M358 Green";Digital camera  SLR, 5.2 in x 2.8 in x 3.7 in, 19.2 oz;Fabrikam, Inc.;Fabrikam;Econômico;150,84;360.8;1143;24
"Fabrikam Social Videographer 1"" 25mm E400 Blue";720p high definition or VGA;Fabrikam, Inc.;Fabrikam;Econômico;95,85;206.8;1236;27
"Fabrikam Social Videographer 1/2"" 3mm E300 Blue";720p high definition or VGA;Fabrikam, Inc.;Fabrikam;Econômico;90,75;195.8;1237;27
"Fabrikam Social Videographer 1/3"" 8.5mm E200 Blue";720p high definition or VGA;Fabrikam, Inc.;Fabrikam;Econômico;85,65;184.8;1238;27
"Fabrikam Social Videographer 2/3"" 17mm E100 Blue";720p high definition or VGA;Fabrikam, Inc.;Fabrikam;Econômico;80,55;173.8;1239;27
Fabrikam Social Videographer 1'' 25mm E400 White;720p high definition or VGA;Fabrikam, Inc.;Fabrikam;Econômico;95,85;206.8;1243;27
Fabrikam Social Videographer 1/2'' 3mm E300 White;720p high definition or VGA;Fabrikam, Inc.;Fabrikam;Econômico;90,75;195.8;1244;27
Fabrikam Social Videographer 1/3'' 8.5mm E200 White;720p high definition or VGA;Fabrikam, Inc.;Fabrikam;Econômico;85,65;184.8;1245;27
Fabrikam Social Videographer 2/3'' 17mm E100 White;720p high definition or VGA;Fabrikam, Inc.;Fabrikam;Econômico;80,55;173.8;1246;27
The Phone Company Smart phones without camera E100 Grey;Smart phones without camera, high-resolution monochrome display;The Phone Company;The Phone Company;Econômico;65,77;141.9;1480;32
SV DVD Movies E100 Yellow;Language: English software installation, enterprise;Southridge Video;Southridge Video;Econômico;6,62;0.0;1576;35
SV DVD 38 DVD Storage Binder E25 Black;Store your CDs or DVDs in these beautiful binders, designed to look like books;Southridge Video;Southridge Video;Econômico;5,09;0.0;1584;35
SV DVD 38 DVD Storage Binder E25 Silver;Store your CDs or DVDs in these beautiful binders, designed to look like books;Southridge Video;Southridge Video;Econômico;5,09;0.0;1589;35
SV DVD 38 DVD Storage Binder E25 Red;Store your CDs or DVDs in these beautiful binders, designed to look like books;Southridge Video;Southridge Video;Econômico;5,09;0.0;1594;35
The Phone Company Finger Touch Screen Phones M30 Black;5.0 megapixel camera w/auto focus, zoom and video capture;The Phone Company;The Phone Company;Econômico;91,51;218.9;1420;31
The Phone Company Finger Touch Screen Phones M30 Grey;240×320, GSM/GPRS/EDGE 2.2'';The Phone Company;The Phone Company;Econômico;91,51;218.9;1437;31
The Phone Company Touch Screen Phones - CRT M11 Grey;What's in the Box: handset, battery, charger, USB cable, mini-USB-to-3.5mm adapter, quick start guide;The Phone Company;The Phone Company;Econômico;86,91;207.9;1440;31
The Phone Company Touch Screen Phones - LCD M12 Grey;1.3 megapixel camera, touch screen display;The Phone Company;The Phone Company;Econômico;91,97;220.00000000000003;1441;31
The Phone Company Finger Touch Screen Phones M30 Gold;Business-oriented Smartphone with windows mobile 6.1 OS, video share service, and mobile banking;The Phone Company;The Phone Company;Econômico;91,51;218.9;1454;31
The Phone Company Smart phones without camera E100 Pink;Smart phones without camera, high-resolution monochrome display;The Phone Company;The Phone Company;Econômico;65,77;141.9;1500;32
The Phone Company Smart phones without camera E100 Gold;Smart phones without camera, high-resolution monochrome display;The Phone Company;The Phone Company;Econômico;65,77;141.9;1510;32
SV DVD 7-Inch Player Portable E200 Black;6-hour rechargeable battery, 180-degree swivel and flip screen;Southridge Video;Southridge Video;Econômico;56,08;0.0;1603;35
SV DVD 7-Inch Player Portable E200 Silver;6-hour rechargeable battery, 180-degree swivel and flip screen;Southridge Video;Southridge Video;Econômico;56,08;0.0;1608;35
SV DVD 7-Inch Player Portable E200 White;6-hour rechargeable battery, 180-degree swivel and flip screen;Southridge Video;Southridge Video;Econômico;56,08;0.0;1613;35
WWI 2GB Pulse Smart pen M100 White;Record and link audio to be written, listen to recordings, share notes and recording with computer;Wide World Importers;Wide World Importers;Regular;91,95;0.0;49;4
